customer_id,birthdate,gender,city,country
CUST00086,3/30/1988,Female,Stockholm,Sweden
CUST00088,8/12/1989,Female,Brussels,Belgium
CUST00089,5/11/1999,Female,Marseille,France
CUST00090,10/6/1993,Male,Stockholm,Sweden
CUST00091,6/17/1955,Male,Hamburg,Germany
CUST00092,5/19/1982,Female,Madrid,Spain
CUST00093,8/25/1990,Female,Helsinki,Finland
CUST00095,4/19/1992,Male,Amsterdam,Netherlands
CUST00096,3/18/1991,Female,Prague,Czech Republic
CUST00097,7/5/1977,Female,Berlin,Germany
CUST00098,4/6/1993,Other,Paris,France
CUST00100,7/23/1985,Male,Naples,Italy
CUST00101,8/28/2002,Female,Naples,Italy
CUST00102,11/5/1969,Male,Hamburg,Germany
CUST00103,6/1/2001,Female,Dublin,Ireland
CUST00104,6/3/1989,Male,Hamburg,Germany
CUST00105,7/4/1997,Male,Barcelona,Spain
CUST00106,5/3/1980,Female,London,United Kingdom
CUST00107,2/26/1998,Female,Naples,Italy
CUST00108,3/18/1996,Male,Zurich,Switzerland
CUST00109,1/4/2004,Female,London,United Kingdom
CUST00110,10/1/2005,Male,Athens,Greece
CUST00111,7/23/1996,Female,Istanbul,Turkey
CUST00114,9/11/1969,Male,Aarhus,Denmark
CUST00115,1/31/1998,Other,Milan,Italy
CUST00116,11/23/1958,Male,Copenhagen,Denmark
CUST00118,10/7/2004,Male,Geneva,Switzerland
CUST00119,10/21/1973,Male,Berlin,Germany
CUST00120,8/10/1993,Male,Berlin,Germany
CUST00121,2/26/2007,Male,Stockholm,Sweden
CUST00122,10/2/1990,Male,Paris,France
CUST00125,2/7/1984,Female,Rome,Italy
CUST00126,10/20/1988,Female,Lisbon,Portugal
CUST00127,3/19/1991,Male,Milan,Italy
CUST00128,1/2/2006,Male,Toulouse,France
CUST00129,4/26/1985,Male,London,United Kingdom
CUST00130,10/3/1999,Female,Barcelona,Spain
CUST00131,6/28/1983,Female,Rome,Italy
CUST00132,11/15/1988,Male,Berlin,Germany
CUST00133,3/31/1940,Male,Krakow,Poland
CUST00135,3/6/1965,Female,Brussels,Belgium
CUST00136,10/20/1954,Female,Glasgow,United Kingdom
CUST00137,10/28/2002,Other,Warsaw,Poland
CUST00138,9/14/1940,Female,Barcelona,Spain
CUST00139,3/27/1996,Female,Toulouse,France
CUST00140,4/8/1999,Female,Milan,Italy
CUST00141,10/19/1978,Male,Rome,Italy
CUST00144,8/6/1986,Male,Glasgow,United Kingdom
CUST00145,5/16/1995,Female,Prague,Czech Republic
CUST00146,2/14/1984,Female,Milan,Italy
CUST00147,1/6/1993,Other,Paris,France
CUST00148,11/6/1995,Male,Athens,Greece
CUST00149,1/9/1967,Female,Amsterdam,Netherlands
CUST00150,1/5/1981,Other,London,United Kingdom
CUST00151,4/16/1994,Female,Athens,Greece
CUST00152,11/13/1972,Male,Oslo,Norway
CUST00153,10/10/1992,Female,London,United Kingdom
CUST00154,5/27/1950,Female,London,United Kingdom
CUST00155,6/24/1980,Male,Manchester,United Kingdom
CUST00156,4/29/1982,Female,Manchester,United Kingdom
CUST00157,8/20/1991,Female,Brussels,Belgium
CUST00158,5/7/1987,Male,Ankara,Turkey
CUST00159,4/27/2006,Male,Stockholm,Sweden
CUST00162,9/4/1994,Male,London,United Kingdom
CUST00163,11/29/2001,Female,Valencia,Spain
CUST00164,8/2/1989,Male,Dublin,Ireland
CUST00165,11/24/1993,Other,Ankara,Turkey
CUST00166,12/29/1993,Male,Vienna,Austria
CUST00167,10/28/2004,Female,Oslo,Norway
CUST00168,8/20/1980,Male,Athens,Greece
CUST00169,6/15/1996,Female,London,United Kingdom
CUST00170,5/15/1966,Male,Amsterdam,Netherlands
CUST00171,9/12/1983,Female,Cologne,Germany
CUST00172,5/4/1944,Other,Milan,Italy
CUST00173,4/2/1997,Male,London,United Kingdom
CUST00175,5/12/1946,Female,Vienna,Austria
CUST00176,11/18/1959,Male,Berlin,Germany
CUST00177,12/1/2003,Female,Madrid,Spain
CUST00178,7/3/1999,Female,Istanbul,Turkey
CUST00179,2/12/1998,Female,Istanbul,Turkey
CUST00180,4/26/1978,Female,Istanbul,Turkey
CUST00181,5/8/1978,Other,Warsaw,Poland
CUST00182,8/3/1990,Male,Birmingham,United Kingdom
CUST00185,6/18/2004,Male,Prague,Czech Republic
CUST00187,4/13/1998,Female,Valencia,Spain
CUST00188,7/7/2006,Female,Madrid,Spain
CUST00189,9/3/1981,Female,Istanbul,Turkey
CUST00190,9/15/1996,Female,Rome,Italy
CUST00191,8/13/1978,Female,Athens,Greece
CUST00192,6/21/1991,Female,Brno,Czech Republic
CUST00193,2/1/1977,Female,London,United Kingdom
CUST00194,1/11/1963,Male,Cologne,Germany
CUST00195,1/8/1972,Female,Berlin,Germany
CUST00196,1/11/1993,Female,Rome,Italy
CUST00197,6/11/1991,Male,Istanbul,Turkey
CUST00198,2/15/1998,Female,Berlin,Germany
CUST00199,5/13/1997,Male,Paris,France
CUST00200,11/5/1978,Male,Oslo,Norway
CUST00202,7/19/1992,Female,Berlin,Germany
CUST00203,9/25/1990,Male,Glasgow,United Kingdom
CUST00204,11/29/1989,Female,Barcelona,Spain
CUST00205,11/30/1990,Male,Porto,Portugal
CUST00206,12/2/1996,Male,Hamburg,Germany
CUST00207,9/10/1949,Other,Berlin,Germany
CUST00208,5/18/2001,Female,Glasgow,United Kingdom
CUST00209,9/24/2004,Male,Rome,Italy
CUST00210,9/6/1973,Male,Glasgow,United Kingdom
CUST00211,5/13/1992,Male,Brussels,Belgium
CUST00212,1/13/1970,Male,Brussels,Belgium
CUST00213,4/12/1997,Female,Gothenburg,Sweden
CUST00214,4/17/2001,Male,London,United Kingdom
CUST00215,10/1/2006,Female,Berlin,Germany
CUST00216,1/22/1971,Female,Berlin,Germany
CUST00217,3/29/1994,Male,Lyon,France
CUST00218,7/9/2001,Other,Stockholm,Sweden
CUST00219,10/1/1975,Female,Dublin,Ireland
CUST00220,11/25/2006,Female,Stockholm,Sweden
CUST00222,3/11/1997,Male,Hamburg,Germany
CUST00223,2/7/1980,Male,Prague,Czech Republic
CUST00224,12/20/1989,Female,Paris,France
CUST00225,10/2/1989,Female,Marseille,France
CUST00226,3/11/1966,Male,Naples,Italy
CUST00227,12/9/1987,Female,Paris,France
CUST00228,10/14/1988,Male,Rome,Italy
CUST00229,12/6/1992,Other,Brussels,Belgium
CUST00230,10/30/1973,Female,Berlin,Germany
CUST00231,1/22/1999,Male,Paris,France
CUST00232,9/7/1996,Other,Ankara,Turkey
CUST00234,12/22/1978,Male,Izmir,Turkey
CUST00235,1/24/1992,Male,Gothenburg,Sweden
CUST00236,11/11/1991,Female,Geneva,Switzerland
CUST00237,1/8/2004,Other,Paris,France
CUST00238,11/21/1998,Female,Berlin,Germany
CUST00239,10/25/1984,Female,Madrid,Spain
CUST00240,2/28/2006,Female,London,United Kingdom
CUST00241,2/22/1982,Female,London,United Kingdom
CUST00243,1/3/2006,Male,Madrid,Spain
CUST00244,11/29/1994,Female,Barcelona,Spain
CUST00245,5/30/1998,Female,Istanbul,Turkey
CUST00246,6/9/2002,Male,Porto,Portugal
CUST00247,8/5/2001,Male,Naples,Italy
CUST00248,6/26/1991,Male,Lisbon,Portugal
CUST00249,2/13/1992,Male,Lyon,France
CUST00250,12/24/1979,Female,Barcelona,Spain
CUST00252,3/19/1987,Female,Birmingham,United Kingdom
CUST00253,3/9/1991,Female,London,United Kingdom
CUST00254,8/29/1990,Female,Prague,Czech Republic
CUST00255,7/1/1987,Female,Stockholm,Sweden
CUST00256,2/5/2005,Female,Antwerp,Belgium
CUST00257,7/21/1991,Male,Berlin,Germany
CUST00258,2/23/1949,Female,Hamburg,Germany
CUST00259,5/29/1966,Female,Berlin,Germany
CUST00260,9/14/1999,Other,Vienna,Austria
CUST00261,10/3/1987,Female,Manchester,United Kingdom
CUST00263,11/22/2003,Other,Lyon,France
CUST00264,6/12/2000,Female,Manchester,United Kingdom
CUST00265,6/20/1950,Other,Vienna,Austria
CUST00266,12/25/2000,Male,Rome,Italy
CUST00267,9/22/1997,Female,Cologne,Germany
CUST00268,5/3/1977,Female,London,United Kingdom
CUST00269,9/29/2003,Male,Manchester,United Kingdom
CUST00272,6/21/2004,Female,Zurich,Switzerland
CUST00273,4/6/1990,Female,Helsinki,Finland
CUST00274,12/1/1995,Female,Geneva,Switzerland
CUST00275,1/31/1962,Female,Prague,Czech Republic
CUST00276,6/13/1972,Female,Barcelona,Spain
CUST00277,4/9/1980,Male,Madrid,Spain
CUST00278,4/27/1977,Male,Oslo,Norway
CUST00279,10/5/1967,Female,Naples,Italy
CUST00280,6/24/1972,Female,Istanbul,Turkey
CUST00281,8/31/1950,Female,Berlin,Germany
CUST00282,3/27/1978,Male,Berlin,Germany
CUST00284,8/4/1974,Other,Copenhagen,Denmark
CUST00285,4/23/1999,Female,Lyon,France
CUST00286,6/29/2006,Female,London,United Kingdom
CUST00287,11/25/1990,Male,Milan,Italy
CUST00288,2/19/1986,Male,Paris,France
CUST00289,6/9/2005,Female,Izmir,Turkey
CUST00290,6/1/1985,Female,London,United Kingdom
CUST00291,11/12/1983,Female,London,United Kingdom
CUST00292,9/30/2002,Male,Paris,France
CUST00293,1/3/1970,Male,Amsterdam,Netherlands
CUST00295,5/30/1990,Male,Manchester,United Kingdom
CUST00296,11/29/1994,Female,Hamburg,Germany
CUST00297,2/2/1963,Male,Rotterdam,Netherlands
CUST00298,8/14/1984,Female,Cork,Ireland
CUST00299,4/4/1992,Male,Lyon,France
CUST00300,10/18/1998,Female,Milan,Italy
CUST00301,11/10/2001,Male,Warsaw,Poland
CUST00302,12/5/1996,Other,Berlin,Germany
CUST00303,9/1/1987,Female,Berlin,Germany
CUST00304,1/9/1994,Female,Manchester,United Kingdom
CUST00305,2/10/1987,Other,Paris,France
CUST00306,4/9/1998,Female,Manchester,United Kingdom
CUST00308,4/17/1991,Female,Munich,Germany
CUST00309,11/9/1964,Female,Milan,Italy
CUST00310,7/9/1935,Male,Warsaw,Poland
CUST00311,7/7/1989,Female,Milan,Italy
CUST00312,8/7/1993,Female,Krakow,Poland
CUST00313,11/20/2000,Female,Amsterdam,Netherlands
CUST00314,8/25/1993,Female,Berlin,Germany
CUST00315,9/28/1939,Other,Brno,Czech Republic
CUST00316,1/16/1995,Female,Istanbul,Turkey
CUST00317,12/27/1993,Male,Marseille,France
CUST00318,5/9/1962,Male,London,United Kingdom
CUST00319,1/29/2000,Male,Rome,Italy
CUST00320,7/18/1989,Male,Birmingham,United Kingdom
CUST00321,2/9/1986,Female,Berlin,Germany
CUST00322,9/3/1960,Male,Paris,France
CUST00323,7/8/1960,Female,Vienna,Austria
CUST00324,6/19/1985,Female,Izmir,Turkey
CUST00325,10/26/1995,Female,Hamburg,Germany
CUST00326,12/1/1995,Male,Prague,Czech Republic
CUST00327,12/24/1996,Female,Munich,Germany
CUST00328,10/24/1997,Male,Madrid,Spain
CUST00329,1/8/1999,Female,Rome,Italy
CUST00330,6/4/1936,Male,Prague,Czech Republic
CUST00331,4/7/1990,Male,Copenhagen,Denmark
CUST00332,5/20/2005,Male,Antwerp,Belgium
CUST00333,5/30/1991,Female,Barcelona,Spain
CUST00334,9/25/1988,Female,Stockholm,Sweden
CUST00335,12/31/1989,Female,Paris,France
CUST00336,3/23/1991,Female,Geneva,Switzerland
CUST00337,1/31/1970,Female,Amsterdam,Netherlands
CUST00338,2/10/1993,Female,London,United Kingdom
CUST00339,5/25/1969,Female,Milan,Italy
CUST00340,5/3/1972,Male,London,United Kingdom
CUST00341,5/13/2004,Female,Munich,Germany
CUST00342,7/25/1982,Female,Amsterdam,Netherlands
CUST00343,10/23/1995,Female,Geneva,Switzerland
CUST00344,8/13/1946,Male,London,United Kingdom
CUST00345,2/26/1949,Male,Barcelona,Spain
CUST00346,11/23/1994,Other,Madrid,Spain
CUST00347,12/2/1991,Female,Barcelona,Spain
CUST00349,2/10/1996,Female,Munich,Germany
CUST00350,5/19/2003,Female,Cologne,Germany
CUST00351,8/30/1975,Female,The Hague,Netherlands
CUST00352,9/5/1980,Female,Paris,France
CUST00353,3/19/1991,Female,Marseille,France
CUST00354,7/8/1979,Female,London,United Kingdom
CUST00355,1/25/1992,Male,Lyon,France
CUST00356,4/12/2002,Male,Helsinki,Finland
CUST00357,1/5/2003,Female,Antwerp,Belgium
CUST00358,5/18/2000,Male,Vienna,Austria
CUST00360,1/8/1973,Male,Brussels,Belgium
CUST00362,10/25/1981,Female,Paris,France
CUST00363,2/12/1975,Female,Geneva,Switzerland
CUST00364,1/30/2001,Male,Vienna,Austria
CUST00365,2/13/1971,Male,Berlin,Germany
CUST00366,8/6/1990,Other,Warsaw,Poland
CUST00367,8/17/1990,Female,Dublin,Ireland
CUST00368,3/29/1994,Female,Berlin,Germany
CUST00369,7/23/2003,Male,Budapest,Hungary
CUST00370,8/16/1984,Female,Birmingham,United Kingdom
CUST00371,7/5/1991,Other,Birmingham,United Kingdom
CUST00372,1/26/2004,Male,Vienna,Austria
CUST00373,1/30/2001,Male,Warsaw,Poland
CUST00374,10/3/1955,Female,Manchester,United Kingdom
CUST00375,4/11/2004,Female,Oslo,Norway
CUST00377,3/11/1999,Male,Milan,Italy
CUST00378,4/21/1982,Male,Warsaw,Poland
CUST00379,4/26/1980,Female,Lyon,France
CUST00380,3/24/1999,Male,Berlin,Germany
CUST00381,8/28/1996,Female,Hamburg,Germany
CUST00382,11/8/1982,Female,Paris,France
CUST00383,6/20/1989,Female,Birmingham,United Kingdom
CUST00384,7/17/1997,Male,Rome,Italy
CUST00386,4/4/1977,Female,Rome,Italy
CUST00387,1/27/1984,Male,Berlin,Germany
CUST00388,2/25/1954,Female,Brussels,Belgium
CUST00389,3/14/1997,Female,Toulouse,France
CUST00390,11/1/2002,Female,London,United Kingdom
CUST00391,12/18/1993,Male,Lyon,France
CUST00392,1/8/2004,Female,Warsaw,Poland
CUST00393,3/28/1957,Other,Amsterdam,Netherlands
CUST00394,9/11/1979,Male,Warsaw,Poland
CUST00395,12/9/1953,Female,London,United Kingdom
CUST00396,11/1/1973,Male,Berlin,Germany
CUST00397,5/14/1957,Male,Amsterdam,Netherlands
CUST00398,5/28/1960,Female,Lyon,France
CUST00400,2/3/2003,Female,Naples,Italy
CUST00401,3/15/1998,Male,London,United Kingdom
CUST00402,1/12/1991,Other,Krakow,Poland
CUST00403,10/7/1989,Female,Porto,Portugal
CUST00404,2/28/1995,Other,Madrid,Spain
CUST00405,2/2/1980,Female,Budapest,Hungary
CUST00406,3/30/1996,Female,Lyon,France
CUST00407,11/10/1992,Female,Antwerp,Belgium
CUST00409,4/5/1997,Male,Manchester,United Kingdom
CUST00411,7/24/1978,Other,Milan,Italy
CUST00412,6/12/2006,Female,Brussels,Belgium
CUST00413,11/14/2004,Male,Paris,France
CUST00414,2/3/1996,Female,Barcelona,Spain
CUST00415,5/17/2007,Female,Geneva,Switzerland
CUST00416,11/22/2001,Female,Birmingham,United Kingdom
CUST00418,8/8/1993,Male,London,United Kingdom
CUST00419,5/7/1967,Female,Stockholm,Sweden
CUST00420,12/27/1992,Female,Rome,Italy
CUST00421,11/10/1950,Female,Helsinki,Finland
CUST00422,9/14/2004,Female,Bern,Switzerland
CUST00423,5/1/2005,Female,Gothenburg,Sweden
CUST00425,11/2/1995,Female,Madrid,Spain
CUST00426,7/1/1987,Male,Dublin,Ireland
CUST00428,7/26/1988,Female,Zurich,Switzerland
CUST00429,10/7/1999,Female,Amsterdam,Netherlands
CUST00430,9/24/1996,Male,Stockholm,Sweden
CUST00431,1/5/1935,Female,Athens,Greece
CUST00432,9/13/1982,Female,Warsaw,Poland
CUST00433,1/7/1992,Female,Berlin,Germany
CUST00434,8/7/2006,Male,Helsinki,Finland
CUST00435,9/3/1992,Male,London,United Kingdom
CUST00436,12/25/1969,Female,Rome,Italy
CUST00437,5/13/2003,Female,Gdansk,Poland
CUST00438,1/11/1994,Male,London,United Kingdom
CUST00439,7/30/1994,Male,Berlin,Germany
CUST00440,1/10/1984,Female,Valencia,Spain
CUST00441,7/25/1969,Female,Barcelona,Spain
CUST00442,8/25/1985,Male,Prague,Czech Republic
CUST00443,12/24/1971,Other,Berlin,Germany
CUST00445,7/23/1991,Female,Madrid,Spain
CUST00446,5/26/1998,Male,Brussels,Belgium
CUST00447,12/2/1963,Female,Berlin,Germany
CUST00448,12/9/1994,Female,Oslo,Norway
CUST00449,7/16/2001,Female,Manchester,United Kingdom
CUST00450,10/15/1993,Other,London,United Kingdom
CUST00451,4/15/1936,Male,London,United Kingdom
CUST00452,4/12/1963,Female,Cologne,Germany
CUST00453,1/20/1972,Other,Birmingham,United Kingdom
CUST00455,5/16/1971,Female,Ankara,Turkey
CUST00456,4/25/1992,Female,Zurich,Switzerland
CUST00457,4/8/2002,Female,Zurich,Switzerland
CUST00458,4/10/2003,Male,Istanbul,Turkey
CUST00459,2/19/1998,Female,Milan,Italy
CUST00460,10/5/1992,Male,London,United Kingdom
CUST00461,12/9/1981,Female,Rome,Italy
CUST00462,9/12/1995,Male,Helsinki,Finland
CUST00463,12/5/1994,Female,Dublin,Ireland
CUST00464,2/26/2001,Female,Hamburg,Germany
CUST00465,6/11/1978,Female,Paris,France
CUST00466,1/26/1982,Female,London,United Kingdom
CUST00467,10/9/2001,Female,Munich,Germany
CUST00468,5/31/1938,Female,Brussels,Belgium
CUST00469,1/1/1997,Female,Ankara,Turkey
CUST00470,7/14/1987,Female,Manchester,United Kingdom
CUST00472,9/25/2005,Female,London,United Kingdom
CUST00474,7/19/1999,Male,Marseille,France
CUST00475,11/5/2000,Male,Izmir,Turkey
CUST00476,10/14/1979,Male,Berlin,Germany
CUST00477,9/11/1988,Female,Geneva,Switzerland
CUST00478,5/11/1979,Male,Paris,France
CUST00479,4/28/2004,Female,Paris,France
CUST00480,4/27/1997,Male,Madrid,Spain
CUST00482,11/29/2003,Female,Brussels,Belgium
CUST00483,1/30/1989,Male,Rome,Italy
CUST00484,2/23/1969,Male,Paris,France
CUST00485,7/10/2004,Male,Istanbul,Turkey
CUST00486,1/26/1945,Male,Berlin,Germany
CUST00487,3/22/1962,Female,Brussels,Belgium
CUST00488,1/5/2002,Male,Toulouse,France
CUST00489,9/7/2001,Male,Milan,Italy
CUST00490,8/3/1979,Male,Brussels,Belgium
CUST00491,7/6/1997,Female,London,United Kingdom
CUST00492,8/16/1985,Male,Munich,Germany
CUST00493,1/9/2001,Female,Paris,France
CUST00495,5/22/2007,Male,Hamburg,Germany
CUST00497,5/13/1973,Other,Amsterdam,Netherlands
CUST00498,11/17/1987,Male,London,United Kingdom
CUST00499,1/5/1998,Female,Ankara,Turkey
CUST00500,6/10/1977,Female,London,United Kingdom
CUST00501,5/16/2003,Female,Malm̦,Sweden
CUST00502,8/30/1996,Other,London,United Kingdom
CUST00503,2/3/1967,Female,Lyon,France
CUST00504,1/9/1944,Male,Brno,Czech Republic
CUST00505,12/19/1961,Female,Rome,Italy
CUST00506,9/9/1959,Male,Hamburg,Germany
CUST00507,2/5/1968,Male,Munich,Germany
CUST00508,3/30/1997,Other,Naples,Italy
CUST00509,1/18/1981,Male,Hamburg,Germany
CUST00510,8/6/1966,Male,Warsaw,Poland
CUST00511,2/6/1974,Male,Madrid,Spain
CUST00512,8/27/1963,Female,Amsterdam,Netherlands
CUST00513,3/4/1991,Other,Lyon,France
CUST00514,11/20/1973,Male,Istanbul,Turkey
CUST00515,4/9/1991,Female,Turin,Italy
CUST00516,2/28/2004,Female,Marseille,France
CUST00517,7/18/1979,Female,Brussels,Belgium
CUST00518,10/10/2006,Male,Vienna,Austria
CUST00519,11/21/1972,Female,Rotterdam,Netherlands
CUST00520,2/21/1980,Female,Madrid,Spain
CUST00521,10/9/2003,Female,Lyon,France
CUST00522,2/14/1982,Female,Izmir,Turkey
CUST00523,9/27/1984,Female,Rome,Italy
CUST00525,6/28/2002,Male,Berlin,Germany
CUST00527,1/13/1976,Female,Cologne,Germany
CUST00529,7/23/1991,Male,Cologne,Germany
CUST00530,1/1/1997,Female,Barcelona,Spain
CUST00531,3/5/1971,Male,Paris,France
CUST00532,9/11/1942,Other,London,United Kingdom
CUST00533,10/8/2001,Female,Paris,France
CUST00534,8/30/1999,Female,Madrid,Spain
CUST00536,12/20/1969,Female,Berlin,Germany
CUST00537,10/23/2003,Female,Vienna,Austria
CUST00538,4/20/1983,Female,Munich,Germany
CUST00539,9/5/1985,Male,Amsterdam,Netherlands
CUST00540,8/12/1997,Female,Istanbul,Turkey
CUST00541,11/29/1975,Other,Warsaw,Poland
CUST00542,3/4/1977,Female,Munich,Germany
CUST00543,2/12/1998,Male,Stockholm,Sweden
CUST00546,4/17/1994,Female,London,United Kingdom
CUST00547,9/2/1991,Female,Stockholm,Sweden
CUST00549,10/29/1993,Male,Dublin,Ireland
CUST00550,2/19/2005,Female,Marseille,France
CUST00551,2/3/1997,Female,London,United Kingdom
CUST00552,5/26/1967,Other,Manchester,United Kingdom
CUST00553,10/12/1998,Female,Madrid,Spain
CUST00554,9/1/1990,Female,Prague,Czech Republic
CUST00556,9/2/1990,Female,Istanbul,Turkey
CUST00557,3/21/1993,Female,London,United Kingdom
CUST00558,12/2/1984,Female,Rotterdam,Netherlands
CUST00559,1/1/1956,Female,Gothenburg,Sweden
CUST00560,2/21/1991,Male,Graz,Austria
CUST00561,5/3/1936,Male,Paris,France
CUST00562,10/9/1978,Male,Stockholm,Sweden
CUST00563,11/13/1997,Female,Zurich,Switzerland
CUST00564,8/24/2006,Female,London,United Kingdom
CUST00565,9/11/1984,Female,Paris,France
CUST00566,3/17/1990,Other,Stockholm,Sweden
CUST00567,5/5/1997,Male,Paris,France
CUST00570,8/15/1986,Female,Zurich,Switzerland
CUST00572,5/22/1966,Male,Antwerp,Belgium
CUST00573,5/25/1983,Other,Cologne,Germany
CUST00574,7/8/1992,Female,Rome,Italy
CUST00575,5/9/1972,Male,Barcelona,Spain
CUST00576,4/23/1997,Female,Milan,Italy
CUST00577,12/8/1953,Female,Warsaw,Poland
CUST00579,12/6/2003,Female,Brussels,Belgium
CUST00582,10/14/1990,Other,Milan,Italy
CUST00583,9/7/1992,Male,Prague,Czech Republic
CUST00584,4/26/1997,Male,London,United Kingdom
CUST00585,7/2/2001,Male,Hamburg,Germany
CUST00586,11/26/1944,Female,Amsterdam,Netherlands
CUST00587,9/20/2001,Female,Barcelona,Spain
CUST00589,3/25/1990,Female,Dublin,Ireland
CUST00590,1/7/1979,Female,Gdansk,Poland
CUST00591,3/24/1960,Male,Lyon,France
CUST00593,12/17/1992,Female,Amsterdam,Netherlands
CUST00594,4/21/2005,Male,London,United Kingdom
CUST00595,9/5/1976,Female,Barcelona,Spain
CUST00596,12/1/2004,Other,Prague,Czech Republic
CUST00597,2/3/1998,Other,London,United Kingdom
CUST00598,8/24/1991,Other,Zurich,Switzerland
CUST00599,5/15/2007,Female,Brussels,Belgium
CUST00600,6/30/1987,Female,Marseille,France
CUST00601,5/24/1999,Female,Berlin,Germany
CUST00602,9/10/1962,Male,Rotterdam,Netherlands
CUST00603,5/12/1963,Male,Cologne,Germany
CUST00604,5/11/1960,Male,Turin,Italy
CUST00605,12/30/1997,Male,Istanbul,Turkey
CUST00606,5/20/1997,Other,Birmingham,United Kingdom
CUST00607,2/18/2004,Male,Stockholm,Sweden
CUST00609,12/18/1973,Male,London,United Kingdom
CUST00610,6/10/1993,Female,Berlin,Germany
CUST00612,4/25/1996,Female,Munich,Germany
CUST00613,8/7/1983,Male,Cologne,Germany
CUST00614,7/1/2005,Female,Seville,Spain
CUST00615,12/14/1987,Male,Ankara,Turkey
CUST00616,9/17/1968,Male,Rome,Italy
CUST00617,1/28/1994,Female,Stockholm,Sweden
CUST00618,12/18/1996,Male,Lisbon,Portugal
CUST00619,5/1/1997,Other,Warsaw,Poland
CUST00620,3/31/1965,Male,London,United Kingdom
